name,album,year,lyrics
Shot for Me,Take Care,2011, i can see it in your eyes youre angry regret got shit on what youre feelin now mad cause he aint like me oh you mad cause nobody ever did it like me all the care i would take all the love that we made now youre trying to find somebody to replace what i gave to you its a shame you didnt keep it alisha catya i know that you gon hear this im the man yeah i said it bitch im the man dont you forget it the way you walk thats me the way you talk thats me the way youve got your hair up did you forget thats me and the voice in your speaker right now thats me thats me and the voice in your ear thats me cant you see that i made it yeah i made it first i made you who you are and then i made it and youre wasted with your latest yeah im the reason why you always getting faded take a shot for me take a shot for me take a shot for me a shot for me a shot for me ok look im honest girl i cant lie i miss you you and the music were the only things that id commit to i never cheated for the record back when i was with you but you believed in everything but me girl i dont get you she says i know you changed i never see you cause youre always busy doing things i really wish she had a different way of viewing things i think the city that were from just kinda ruined things its such a small place not much to do but talk and listen the men are jealous and the women all in competition and all your friends telling you stories that you often misinterpret and taint all the images of your mr perfect i could tell that you been crying all night drinking all summer prayin for your happiness hope that you recover this is one i know you hated when you heard it and its worse because you know that i deserve it take a shot for me take a shot for me take a shot for me a shot for me a shot for me may your neighbors respect you trouble neglect you angels protect you and heaven accept you
Practice,Take Care,2011, yeah cash money shit cash money shit i can tell that moneys got you working weve been talking for so long now were finally here in person i taste pain and regret in your sweat youve been waiting for me oh ho i can tell that you been practicing i can tell that you been practicing all those other men were practice they were practice yeah for me for me for me for me girl you look good wont you back that ass up you a fine motherfucker wont you back that ass up call me big daddy wont you back that ass up girl who is you playing with back that ass up you working with some ass yeah you bad yeah girl you working with some ass yeah you bad yeah girl you working with some ass yeah you bad yeah make a nigga spend his cash yeah his last yeah hoes frown when you passed yeah they mad yeah couple thousand on your bag yeah fuck yeah im a big tymer nigga yeah money flipper yeah get it understood yeah its all good yeah girl i know its real cause ive been around it you only want whats real you just never found it dont give them no more chances ooh girl they had their turn everything for a reason theres things you had to learn from them but when i get you to myself you know whats going down whats going down oh girl you look good wont you back that ass up you a fine motherfucker wont you back that ass up call me big daddy wont you back that ass up girl who is you playing with back that ass up you working with some ass yeah you bad yeah girl you working with some ass yeah you bad yeah yeah i know he messed up but a let a real nigga make it right let a real nigga make it right you deserve that much let me put something in your life let me put something in your life put something in your life you telling me its only been a couple other people that youve been with ima trust you ima give you the benefit of the doubt and ima love you you can even call me daddy give you someone to look up to all my girls from the 504 need to drop it right now need to drop it right now all my girls from the 504 need to drop it right now need to drop it right now all my girls from the 504 need to drop it right now need to drop it right now all my girls from the 504 need to drop it right now need to drop it right now oh after you back it up then stop after you back it up then stop babygirl after you back it up then stop after you back it up then stop i can tell that moneys got you working that your bodys so wet and were finally here in person i taste pain and regret in your sweat youve been waiting for me oh ho i can tell that you been practicing i can tell that you been practicing all those other men were practice they were practice yeah for me for me for me for me
HYFR,Take Care,2012, gotta do what i gotta do all my exes live in texas like im george strait or they go to georgia state where tuition is handled by some random nigga that live in atlanta that she only see when she feels obligated admitted it to me the first time we dated but she was no angel and we never waited i took her for sushi she wanted to fuck so we took it to go told them dont even plate it and we never talk too much after i blew up just only hello or a happy belated and i think i text her and told her i made it and thats when she text me and told me she prayed it and thats when i text her and told her i love her then right after texted and told her im faded she asked what have i learned since getting richer i learned working with the negatives could make for better pictures i learned hennessy and enemies is one hell of a mixture even though its fucked up girl im still fucking with ya damn is it the fall time for me to revisit the past its women to call theres albums to drop theres liquor involved theres stories to tell we been through it all interviews are like confessions get the fuck up out my dressing room confusing me with questions like do you love this shit are you high right now do you ever get nervous are you single i heard you fucked your girl is it true you getting money you think them niggas you with is with you and i say hell yeah hell yeah hell yeah fuckin right fuckin right alright and we say hell yeah hell yeah hell yeah fuckin right fuckin right alright so much for being optimistic they say love is in the air so i hold my breath until my face turn purple keep a few bad bitches in my circle my nuts hang like aint no curfew bitch if you wave then i will surf you i flew jet she flew commercial but we still met later that night after my session she came over i was aggressive and she was sober i gave her a pill she started confessing and started undressing and ask me to hold her and so i did but that was last month and now shes texting me asking for closure damn she say this shit gon catch up to me i keep tissue paper we eat each other whenever we at the dinner table she say she hate that she love me and she wish i was average shit sometimes i wish the same and i wish she wasnt married promises i hope i never break em met a female dragon had a fire conversation but interviews are like confessions get the fuck up out my bedroom confusing me with questions like do you love this shit are you high right now do you ever get nervous are you single i heard you fucked your girl is it true you getting money you think them niggas you with is with you and i say hell yeah hell yeah hell yeah fuckin right fuckin right alright and we say hell yeah hell yeah hell yeah fuckin right damn right alright and we say hell yeah hell yeah hell yeah fuckin right fuckin right alright and we say hell yeah hell yeah hell yeah fuckin right damn right alright yeah 
We’ll Be Fine,Take Care,2011, yeah never thoughts of suicide im too alive but i still treat it likes its do or die even though dying isnt in the plans but neither was making it and here i am in the presidential do you like your new room always presidential and tonights no blue moon since i saw aaliyahs precious life go too soon she deserve the credit for how im about to get it thats why i got a new dumb thing moving through the street got a new condo move it to the beach heard nicki just bought a brand new crib goddamn man shes beauty and the beast seems like yesterday that i was up and coming still so young that i aint had enough of nothing the fam here the drink here the girls here well fuck lets get it then im trying to let go of the past should we make this one a double you aint even gotta ask ahh because its hard to say no yeah it gets hard to say no are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine we ll be fine we ll be fine we ll be fine are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine we ll be fine we ll be fine we ll be fine used to make us proud we had dreams of getting bigger man loved you until now but now im the nigga man you keep talking that you was this and you had this and you deserve some fucking credit how did anyone forget it got a show up in your city yo girl is in the line and the line around the corner its my motherfucking time you should take it as a sign man i got it right now i wouldnt doubt it cause these bitches all about it right now lets be real about this shit can i take you home or come to where you stay do you live on your own i heard you got your ways i never would have known she said youre such a dog i said youre such a bone ive been everywhere where you know me from these days women give it to me like they owe me one but they crave attention though they always saying show me some but girl you aint the only one thats trying to be the only one at least i admit that if you get that and you with that then fuck lets get it then im trying to let go of the past should we make this one a double you aint even gotta ask ahh because its hard to say no yeah it gets hard to say no are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine we ll be fine we ll be fine we ll be fine are you down are you down yeah you all the way down every time every time every time every time am i down am i down yeah im all the way down well be fine we ll be fine we ll be fine we ll be fine yeah drizzy yo turn nigga take care of the business nigga give these niggas the business nigga kill spray anything in the way nigga fuck em we dont love em yeah its just that uptown gangsta shit toronto stand up for one of the realest niggas drizzy with the realest flow yknow toast to this gangsta shit fellas ovo ymcmb yeah you understand me playing with these motherfucking millions like they aint nothing throwin hundreds rubber band stacks that ymcmb shit nigga flashy lifestyle one hundred
The Motto,Take Care,2011, im the fuckin man yall dont get it do ya type of money everybody acting like they knew ya go uptown new york city bitch them spanish girls love me like im aventura tell uncle luke im out in miami too clubbing hard fucking women there aint much to do wrist bling got a condo up in biscayne still getting brain from a thang aint shit changed how you feel how you feel how you feel 25 sitting on 25 mill uh im in the building and im feeling myself rest in peace mac dre im a do it for the bay okay getting paid well holler whenever that stop my team good we dont really need a mascot tell tune light one pass it like a relay ymcmb you niggas more ymca me franny and mally mall at the crib o shout goes out to niko j and chubbs shouts to gibbo we got santa margherita by the liter she know even if im fucking with her i dont really need her aww thats how you feel man thats really how you feel cause the pimpin ice cold all these bitches wanna chill i mean maybe she wont but then again maybe she will i can almost guarantee she know the deal real nigga whats up now she want a photo you already know though you only live once thats the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we dont really play every day every day fuck what anybody say cant see em cause the money in the way real nigga whats up one time fuck one time im calling niggas out like the umpire seven grams in the blunt almost drowned in her pussy so i swam to her butt its eastside we in this bitch wish a nigga would like a tree in this bitch and if a leaf fall put some weed in that bitch thats my mo add a b to that shit im fucked up tore down im twisted door knob talk stupid off with your head nigga money talks and mr ed yeah im so young money got a drum on the gun energizer bunny funny how honey aint sweet like sugar aint shit sweet niggas on the street like hookers i tongue kiss her other tongue skeet skeet skeet water gun oh my god becky look at her butt tunechi now she want a photo you already know though you only live once thats the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we dont really play every day every day fuck what anybody say cant see em cause the money in the way real nigga whats up now she want a photo you already know though you only live once thats the motto nigga yolo and we bout it every day every day every day like we sittin on the bench nigga we dont really play every day every day fuck what anybody say cant see em cause the money in the way real nigga whats up 
Lord Knows,Take Care,2011, and i know the sun will rise with me and i know the sun will rise with me and i know the sun will rise with me all we wanted was an opportunity its your worst nightmare its my first night here and this girl right here who knows what she knows so im going through her phone if she go to the bathroom and her purse right there i dont trust these hoes at all but thats just the result of me paying attention to all these women that think like men with the same intentions talking strippers and models that try to gain attention even a couple pornstars that im ashamed to mention but weezy and stunna my only role models haffa and jordan my only role models thats why i walk around with all this gold on and every time i run into these niggas they want no problems bottom sixes and chains and some bracelets and rings all of the little accents that make me a king i never hear the disses they try and point out to me but its whatever if somebody wont make it a thing im more concerned with niggas thinkin bout christmas in august do anything to buy gifts for they daughters get some shake a brick in the press and chef it like mrs fields theyre making the cookie stretch i know it so well i know the hustle so well stunt like im working overnighters right by the motel drug money outfit record clean spend it all on me and my fuckin team matchin rollies for real matchin rovers for real im really killin shit fuck all the jiggy rapping mixtape legend underground kings lookin for the right way to do the wrong things with my new bitch thats living in palm springs young ass nigga lifelong dreams they take the greats from the past and compare us i wonder if theyd ever survive in this era in a time where its recreation to pull all your skeletons out the closet like halloween decorations i know of all the things that i hear they be poking fun at never the flow though they know i run that fuck you all i claim that whenever i changed rap forever the game back together yeah ym i remain that forever in the same place my brother wayne at forever im a descendant of either marley or hendrix i havent figured it out cause my story is far from finished im hearing all of the jokes i know that they tryna push me i know that showin emotion dont ever mean im a pussy know that i dont make music for niggas who dont get pussy so those are the ones i count on to diss me or overlook me lord knows lord knows im heavy i got my weight up roberson boost your rate up its time that somebody paid up a lot of niggas came up off of a style that i made up but if all i hear is me then who should i be afraid of bought a white ghost now shit is gettin spooky very very scary like shit you see in the movies in this bitch all drinks on the house like snoopy thats why all the real soldiers salute me trill nigga for real huh you know i love this yolo you only live once im going so hard my nigga i swear homie every day is another opportunity to reach that goal i fell in love with the pen started fucking the ink the hustles an art i painted what i would think still allergic to broke prescription straight to the paper destined for greatness but got a place in jamaica only fat nigga in the sauna with jews went and got a yacht im talkin carnival cruise and these niggas talking like hoes they mad they not in my shoes its the red bottom boss murder cedes benz or that bubble double r headlights flicking looking like a falling star everyday them hammers bang whipping yay like anna mae mink coats make your woman wanna fornicate 
The Ride,Take Care,2011, i hate when i hate when people say they feel me man i hate that shit it ll be a long time before yall feel me if ever fo real you won t feel me until everybody say they love you but it s not love and your suit is oxblood and the girl you fucking hates you and your friends faded off shots of what you ordered to forget about the game that you on top of your famous girlfriends ass keep getting thicker than a plot does and when you forget it thats when she pop up and you got a drop but you ride around with the top up or get three suvs for niggas dressed like refugees and deal with the questions about all your excessive needs and you do dinners at french laundry in napa valley scallops and glasses of dolce that shits right up your alley you see a girl and you ask about her bitches smiling at you it must be happy hour they put the cloth across your lap soon as you sat down it s feeling like you own every place you choose to be at now walking through airport security with your hat down instead of getting a pat down they just keep on saying that they feel you nigga ive been faded too long ive been faded too long ive been faded too long why wont it stop the ride why wont it stop the ride you wont feel me til you want it so bad you tell yourself you re in it and tell the world around you that your paperwork is finished and steal your mothers debit cards so you maintain an image and ride around in overpriced rental cars that aint tinted you need a minute you got it you know its real when your latest nights are your greatest nights the sun is up when you get home thats just a way of life apartment 1503 some couches and paintings when you record with two others that want the same things it start to feel better than home feels and so you up there every night you swear you getting close that champagne money was for gas and phone bills but shit you bout to spend it on what matters most you drop a couple songs in hopes that you could be the nigga and come out every night to let the city see they nigga telling stories that nobody relate to and even though they hate you they just keep on telling you they feel you nigga ive been faded too long ive been faded too long ive been faded too long why wont it stop the ride why wont it stop the ride i havent been inside terminal 1 and 3 in so long i m driving right up to it now make sure you got your coat on that runway can be cold especially after summers rolled on and all you knew is alcohol and city lights and slow songs for four months out the year its got you asking whats good at home whats good at home the same hoes are still at it i shoulda known my young niggas popping m s and sipping dirty jones problem children that all be repping octobers own brand new girl and she still growing brand new titties stitches still showing yeah and she just praying that it heals good i m bout to fuck and i m just praying that it feels good i really don t know much but shit i know a secret they say more money more problems my nigga don t believe it i mean sure there s some bills and taxes i m still evading but i blew six million on myself and i feel amazing young money maker season ticket holder season switching over i come through them bitches still scorching as if i didn t notice you niggas getting older i see no threat in yoda i m out here messing over the lives of these niggas that couldn t fuck with my freshman floater look at that fucking chip on your nephews shoulder my sophomore i was all for it they all saw it my juniors and senior will only get meaner take care nigga ive been faded too long ive been faded too long ive been faded too long why wont it stop the ride why wont it stop the ride
Thank Me Now,Thank Me Later,2010, you could thank me now go head thank me later yeah i know what i said but later doesnt always come so instead its okay you could thank me now mahalo from the hardest act to follow lately ive been drinking like theres a message in a bottle alohas to women with no ties to men that i know well that way there are no lies you can thank me now for all the info i give to you niggas im on the brink of influential im here for you niggas i guess a hit doesnt add up to a career for you niggas i must have been hard to watch what a year for you niggas its december 31st and we in miami just meditating you got your resolutions we just got reservations living out a dream it feels like i stayed up and we just want to party patron straight up fuck that old shit im on new things ovo clique red wing boot gang yeah we want it all half was never the agreement who would have thought the route wed chosen would ever end up the scenic i can relate to kids going straight to the league when they recognize that you got what it takes to succeed and thats around the time that your idols become your rivals you make friends with mike but got to a i him for your survival damn i swear sports and music are so synonymous cause we want to be them and they want to be us so on behalf of the demanded and the entertainment that you take for granted you can thank me now and oh my goodness youre welcome youre welcome at this point me is who i am trying to save myself from rappers hit me up and i never know what to tell them cause they think that i can help them get back to where they fell from but drink up cause everyone here is good tonight except the niggas that i came with they good for life thats how you know its going down in case another chance never comes around you could thank me now go head thank me later yeah i know what i said but later doesnt always come so instead its okay you could thank me now shallow nigga but deep enough to have gone swimming i think im spending all my time with the wrong women i think ill have a chance at love and knowing me ill miss it cause me dedicating my time just isnt realistic man the good girls went silent on me they got a boyfriend or left for college on me and all the bad ones i used to hit are friends now that make me wish i had a little less mileage on me but do i ever come up in discussion over double pump lattes and low fat muffins do i or is missing what we had out of the question im probably just the reason that you learned your lesson i got flows for the marilyn monroes who was there before it all i guess thats how it goes they hear about your cons but focus on your pros and love you for who you are from the bottom of their soul but those same ones from your area will grow into women that are ready to get married at hello because of what they allowed where are they all now i know theyre somewhere watching so im trying to make them proud searching for the meaning youll find it next to me they tell me im the hottest guess we finally get to see im feeling like nas who am i to disagree they say the doors will open up soon as you find the missing key thats probably why im in this bitch shining jump up in the sky and put the stars into alignment i rep the atf in case you need to be reminded and the bandwagons full but you can try and run behind it im sorry poolside drinking margarita rounds shout out to my city though i hardly be in town im the black sheep but chris farley wears the crown and i know life is just a game in which the cards are facing down im in a world where things are taken never given how long they choose to love you will never be your decision and im aware that this could be the last time you listen so while im still here in this position you could thank me now go head thank me later yeah i know what i said but later doesnt always come so instead its okay you could thank me now
Miss Me,Thank Me Later,2010, i said tell me whats really goin on drizzy back up in this thing im ready whats hannenin gone for surgery but now im back again im bout my paper like a motherfuckin scratch and win world series attitude champagne bottle life nothin ever changes so tonight is like tomorrow night i will have a model wife yo bitch is as hot as ice every time you see me i look like i hit the lotto twice drake you got em right yeah i got em bun i love myself cause i swear their life is just not as fun neeks got the weed hush got a gun cj got my credit cards and a lot of ones yeah im in the city of the purple sprite someone tell maliah im on fire she should work tonight call up king of diamonds and tell chyna itd be worth the flight ill be at my table stackin dollars to the perfect height work somethin twerk somethin basis she just tryna make it so she right here gettin naked i dont judge her i dont judge her but i could never love her cause to her im just a rapper and soon shell have met another thats why me and lil jaz bout to spaz can you keep up im just feelin sorry for whoever gotta sweep up yeah bills everywhere trill everything and drake just stand for do right and kill everything i love nicki minaj i told her id admit it i hope one day we get married just to say we fuckin did it and girl im fuckin serious im wit it if you wit it cause yo verses turn me on and yo pants are mighty fitted ugh damn i think you caught me in a moment like i catch em stealin flows cause i swear i never loaned it and life aint a rehearsal the cameras always rollin so come and get a portion of this money that we blowin cause its on yeah girl its on you know what it is when i finally make it home i just hope that you miss me a little when im gone yeah i just hope that you miss me a little when im gone and you just tell me what you down for anything you down for i know things have changed know i used to be around more but you should miss a little when im gone i just hope that you miss me a little when im gone gone gone ooh shit motherfucker god damn kickin bitches out the condo like pam gettin money every day im a groundhog bout to scoop ya girl up like a ground ball i walk light so i dont piss the ground off man i swear my bitches do it til they suck the brown off ew thats nasty yes i am weezy but i aint asthmatic james bond cologne honey i put on make em run and tell they friends like a marathon voice baritone haters carry on beat the pussy up call me larry holmes young moneys jerry sloan i turn every stone when she masturbate to me thats how she learn every song to the women i condone better write me when im gone no im not that thuggish not that ruggish but i do pack bone uh im a love machine and i wont work for nobody but you its only me and her cause the bugatti a coupe its blood gang slime but i parlay with snoop i aint lyin i shoot you dont need signs for proof turn you to a vegetable like you lyin in soup and when im in the booth bitch the lion is loose man i got so many styles i am a group ha ha damn ill be gone til november but fuck it i aint trippin i know drizzy gon kill em im stickin to the script like lint on denim momma said if the rules aint bent dont bend em real nigga talkin shut the fuck up ho gotta do it one time for haiti what up zo weezy f baby and the f is for front do cause thats where i brang it suwoo if you bangin motherfucker yeah girl its on you know what it is when i finally make it home i just hope that you miss me a little when im gone yeah i just hope that you miss me a little when im gone and you just tell me what you down for anything you down for i know things have changed know i used to be around more but you should miss a little when im gone i just hope that you miss me a little when im gone gone gone uh yeah forever in our hearts jj we love you boy h town i m gone i m gone when i m gone i m gone i m gone when i m gone i just hope that you miss me miss me miss me miss me miss me a little when i m gone miss me a little when i m gone gone gone oh whoa oh whoa oh whoa
Light Up,Thank Me Later,2010, uh ive been up for four days gettin money both ways dirty and clean i could use a glass of cold spades rolexes chauffers and low fades i keep thinkin how young can you die from old age they always tell me nobodys workin as hard as you and even though i laugh it off man its probably true cause while all of my closest friends out partyin im just here makin all the music that they party to but party on party on all night nigga i got these new rappers nervous prom night nigga i grow tired of these fuckin grown man liars storytellers they aint even need a campfire uh but i just want to tell the truth before one of these haters load a couple shells and shoot the shit feel like when fredro starr was in sunset park stuntin hard in his yellow goose and im a motherfuckin missed target but a target nonetheless and i just started was that directed at moi cant be they must be talkin to themselves hov hands free yeah and im just fillin up this daily planner gettin busy cause im a star no spangled banner jealous dudes get to talkin in they music and i just say i wrote it for your girlfriends kelsey grammer yeah thats what life becomes when youre doin you welcome to hollywood dont let this town ruin you and if you pillow talkin with the women that are screwin you just know that she gon tell another nigga when she through with you dont get impatient when it takes too long drink it all even when it tastes too strong yeah i got to feel alive even if it kills me promise to always give you me the real me who wouldve thought id be caught in this life lets celebrate with a toast and get lost in tonight and make it all light up wait until the sun goes down we gon make this bitch light up even when the sun goes down ima make it go oww hoes turn they heads like owwwls im the man of the hour triple entendre dont even ask me how con edison flowin im connected to a higher power bright lights will make your whole city light up a trillion watt light bulb when im in the night club i just landed in that g450 caught the mayweather fight cause the satellite was crispy uhh yall can miss me with the money talk the smart moneys on hov fuck what the dummies talk uhh i dont do too much bloggin i just run the town i dont do too much joggin mm i aint got a scar yet cause you fuckin around with me and my dogs is far fetched drake heres how they gon come at you with silly rap feuds tryin to distract you in disguise in the form of a favor the barzini meeting watch for the traitors uhh i done seen it all done it all thats why none of these dum dums could done him off the summers ours the winter too top down in the winter thats what winners do and to these niggas im like windows 7 you let them tell it they swear that they invented you and since no good deed go unpunished im not as cool with niggas as i once was i once was cool as the fonz was but these bright lights turned me to a monster sorry mama i promised it wouldnt change me but i would have went insane had i remained the same me fuck niggas bitches too all i got is this money thisll do who wouldve thought id be caught in this life lets celebrate with a toast and get lost in tonight and make it all light up wait until the sun goes down we gon make this bitch light up even when the sun goes down ima make it go
Find Your Love,Thank Me Later,2010, refuse to be forgotten and i feel it taking over i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothings gonna tear us apart i doubt youll find another ill be the one that youll remember and i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothings gonna tear us apart you hear but you dont listen and get what youve been missing i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothings gonna tear us apart too many times ive been wrong i guess being right takes too long im done waiting theres nothing left to do but give all i have to you and i better find your loving i better find your heart i better find your loving i better find your heart i better find your loving i better find your heart i bet if i give all my love then nothings gonna tear us apart i bet if i give all my love then nothings gonna tear us apart
9AM in Dallas,Thank Me Later,2010, these are my one st thomas flows me my niggas and some madonna hoes that look just like virgins but trust they down to go discussing life and all our common goals smart kids that smoke weed honor roll look how the champagne diamonds glow fine dining pour another glass when the wine is low im in the crib stacking money from here to the ceiling whatever it is i got its clearly appealing these other rappers getting that inferior feeling i hope you feel it in your soul spiritual healing take a look at yourself the mirrors revealing if you aint got it you aint got it the theory is brilliant people ask how music is going i heard it pays i just came off making two million in 30 days damn i guess it does is what the message was sometimes i feel i be spending my money just because with weezy im just out here repping us til i get to shake the hand of the man thats blessing us yeah i know these niggas miss the mean lyrics kush got the room smelling like teen spirit i ask kindly if no one out here would bring defeat up until i lose for now im the games single leader i fly private so no one tells me to bring my seat up and book a suite where me and your favorite singer meet up who you like tell me who it is imma make sure that that woman is the next one on my list i should call it a night but fuck it i cant resist this one is for all the niggas from my city trying to diss without a response from me you really fail to exist and i love to see you fail that feeling there is the shit i swear pussy nigga get your bread up enjoy the seat that the stewardess just forced your ass to let up why your scary ass looking down pick ya head up no one told you your disguise was the most ridiculous get up with nose plugs in now i can smell the set up so you just wasting your time you only making me better yeah i try to tell them dont judge me because you heard stuff chase n cash thats my brother from the surf club damn that nigga always kept it so hood back when we would smoke good at the oakwoods and have girls fall through like coins in the couch now we just fucking all the bitches they warned us about scared for the first time everything just clicked what if i dont really do the numbers they predict considering the fact that im the one that they just picked to write a chapter in history this shit has got me sick but if i really do it dont expect to get a split cause this truly is some shit i dont expect for yall to get im nervous but imma kill it cause they bout to let the realest team in throwing up in the huddle nigga willie beamen but still throwing touchdown passes in tortoise frame glasses hopin that someone catch it people say that old drake we startin to miss it but they need to be a little more specific is this what yall want in my best chris tucker impression ducking your questions fuck your suggestions money gets all of my love and affection cars all black like the cover of essence im allergic to coming in second but i never sneeze y m o e nigga yeah uh yeah this what yall want octobers very own young money atf thank me later in this bitch wasssup free weezy in this bitch wasup june 15th in this bitch wasup noel that s it ahhhhhh
Over,Thank Me Later,2010, young money i know way too many people here right now that i didnt know last year who the fuck are yall i swear it feels like the last few nights weve been everywhere and back but i just cant remember it all what am i doing what am i doing oh yeah thats right im doing me im doing me im living life right now man and this what ima do til its over til its over but its far from over alright bottles on me long as someone drink it never drop the ball fuck are yall thinking making sure the young money ship is never sinking about to set it off in this bitch jada pinkett i shouldnt have drove tell me how im getting home you too fine to be laying down in bed alone i could teach you how to speak my language rosetta stone i swear this life is like the sweetest thing ive ever known about to go thriller mike jackson on these niggas all i needs a fucking red jacket with some zippers super good smidoke a package of the swishers i did it overnight it couldnt happen any quicker yall know them well fuck it me neither but point the biggest skeptic out ill make him a believer it wouldnt be the first time i done it throwing hundreds when i should be throwing ones bitch i run it i know way too many people here right now that i didnt know last year who the fuck are yall i swear it feels like the last few nights weve been everywhere and back but i just cant remember it all what am i doing what am i doing oh yeah thats right im doing me im doing me im living life right now man and this what ima do til its over til its over but its far from over one thing bout music when it hits you feel no pain and i swear i got this shit that make these bitches go insane so they tell me that they love me i know better than that its just game its just what comes with the fame and im ready for that im just saying but i really cant complain everything is kosher two thumbs up ebert and roeper i really cant see the end getting any closer but ill probably still be the man when everything is over so im riding through the city with my high beams on can you see me can you see me get your visine on yall just do not fit the picture turn your widescreen on if you thinking ima quit before i die dream on man they treat me like a legend am i really this cold im really too young to be feeling this old its about time you admit it who you kidding man nobodys ever done it like i did it uh i know way too many people here right now that i didnt know last year who the fuck are yall i swear it feels like the last few nights weve been everywhere and back but i just cant remember it all what am i doing what am i doing oh yeah thats right im doing me im doing me im living life right now man and this what ima do til its over til its over but its far from over yeah thats right im doing me im doing me im living life right now man and this what ima do til its over til its over but its far from over
Up All Night,Thank Me Later,2010, kush rolled glass full i prefer the better things niggas with no money act like money isnt everything im havin a good time they just trying to ruin it shout out to the fact that im the youngest nigga doing it cap on brim bent denzel every time she aint tryna pop that shit for pimp okay well nevermind i i i tried to told you drizzy still aint nothin nice bracelet saying you should quit cars saying fuck your life okay now we outta here toodles to you bitches and if you dolled up i got the voodoo for you bitches im busy gettin rich i dont want trouble i made enough for two niggas boy stunt double fame is like a drug that ive taken too much of but i never ever trip just peace happiness and love i got money in these jeans so they fit me kinda snug plus the game is in my pocket nigga this is what i does im about whatever man fuck what they be talkin about they opinion doesnt count we the only thing that matters aww so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i dont really know who ima lose this year aww man i love my team man i love my team i would die for them niggas aww drizzy say get her ima get her i got the kind of money that make a broke bitch bitter i got that kinda wait wait fixate which bitch you know made a million off a mixtape that was just a keepsake bought the president the louis presidential briefcase never been a cheapskate we got the hawks i aint talkin about the peach state man for petes sake scratch that sweepstakes fuck i look like ho i look like yes and you like no im a bad bitch i aint never been a mixed breed on a diet but im doin donuts in a 6 speed m6 in front of m2 i see a lot of rap bitches on the menu but i collect 100 thou at the venue and pop bottles with my team young money til the death of me im about whatever man fuck what they be talkin about they opinion doesnt count we the only thing that matters aww so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i dont really know who ima lose this year aww man i love my team man i love my team i would die for them niggas aww i mean we cant even rock them shoes if it dont got a comma on the price tag you know i mean i mean but then again who who looks at the price tag you know aww yeah we in this bitch aww aww aww aww yeah we in this bitch aww aww aww im about whatever man fuck what they be talkin about they opinion doesnt count we the only thing that matters aww so we do it how we do it all up in your face man i hate to put you through it i be up all night whole crews in here cause i dont really know who ima lose this year aww man i love my team man i love my team i would die for them niggas aww
